mode,map,brawler,rank,wins,total,winrate,userate
bounty,Dry Season,BULL,11,1,6,16.7,0.3
bounty,Dry Season,BULL,12,12,16,75.0,0.4
bounty,Dry Season,BULL,13,88,160,55.0,0.4
bounty,Dry Season,BULL,14,40,77,51.9,0.6
bounty,Dry Season,BULL,15,10,32,31.2,0.9
bounty,Dry Season,BULL,16,9,15,60.0,0.9
bounty,Dry Season,BULL,17,0,2,0.0,0.6
bounty,Dry Season,BULL,20,1,1,100.0,5.3
bounty,Dry Season,BUSTER,11,1,2,50.0,0.1
bounty,Dry Season,BUSTER,12,2,7,28.6,0.2
bounty,Dry Season,BUSTER,13,16,36,44.4,0.1
bounty,Dry Season,BUSTER,14,12,18,66.7,0.2
bounty,Dry Season,BUSTER,15,3,7,42.9,0.2
bounty,Dry Season,BUZZ,10,1,1,100.0,0.1
bounty,Dry Season,BUZZ,11,3,5,60.0,0.3
bounty,Dry Season,BUZZ,12,4,6,66.7,0.2
bounty,Dry Season,BUZZ,13,18,43,41.9,0.1
bounty,Dry Season,BUZZ,14,8,16,50.0,0.1
bounty,Dry Season,BUZZ,15,2,3,66.7,0.1
bounty,Dry Season,BYRON,10,31,59,52.5,7.0
bounty,Dry Season,BYRON,11,52,107,48.6,6.2
bounty,Dry Season,BYRON,12,137,261,52.5,6.7
bounty,Dry Season,BYRON,13,1110,2166,51.2,5.9
bounty,Dry Season,BYRON,14,326,677,48.2,5.7
bounty,Dry Season,BYRON,15,106,199,53.3,5.3
bounty,Dry Season,BYRON,16,38,79,48.1,4.9
bounty,Dry Season,BYRON,17,9,24,37.5,7.6
bounty,Dry Season,BYRON,18,7,13,53.8,5.7
bounty,Dry Season,BYRON,19,5,10,50.0,6.3
bounty,Dry Season,BYRON,21,0,1,0.0,9.1
bounty,Dry Season,CARL,10,4,7,57.1,0.8
bounty,Dry Season,CARL,11,9,16,56.2,0.9
bounty,Dry Season,CARL,12,17,58,29.3,1.5
bounty,Dry Season,CARL,13,198,401,49.4,1.1
bounty,Dry Season,CARL,14,53,109,48.6,0.9
bounty,Dry Season,CARL,15,17,29,58.6,0.8
bounty,Dry Season,CARL,16,3,6,50.0,0.4
bounty,Dry Season,CARL,17,1,1,100.0,0.3
bounty,Dry Season,CARL,19,1,1,100.0,0.6
bounty,Dry Season,CHARLIE,10,4,6,66.7,0.7
bounty,Dry Season,CHARLIE,11,8,19,42.1,1.1
bounty,Dry Season,CHARLIE,12,19,38,50.0,1.0
bounty,Dry Season,CHARLIE,13,175,333,52.6,0.9
bounty,Dry Season,CHARLIE,14,76,150,50.7,1.3
bounty,Dry Season,CHARLIE,15,34,75,45.3,2.0
bounty,Dry Season,CHARLIE,16,10,23,43.5,1.4
bounty,Dry Season,CHARLIE,17,2,10,20.0,3.2
bounty,Dry Season,CHARLIE,18,1,4,25.0,1.7
bounty,Dry Season,CHARLIE,19,3,7,42.9,4.4
bounty,Dry Season,CHARLIE,20,1,1,100.0,5.3
bounty,Dry Season,CHESTER,10,7,12,58.3,1.4
bounty,Dry Season,CHESTER,11,8,16,50.0,0.9
bounty,Dry Season,CHESTER,12,21,34,61.8,0.9
bounty,Dry Season,CHESTER,13,183,371,49.3,1.0
bounty,Dry Season,CHESTER,14,61,126,48.4,1.1
bounty,Dry Season,CHESTER,15,21,41,51.2,1.1
bounty,Dry Season,CHESTER,16,6,17,35.3,1.1
bounty,Dry Season,CHESTER,17,0,1,0.0,0.3
bounty,Dry Season,CHESTER,19,1,2,50.0,1.3
bounty,Dry Season,CHUCK,11,1,1,100.0,0.1
bounty,Dry Season,CHUCK,12,2,3,66.7,0.1
bounty,Dry Season,CHUCK,13,9,19,47.4,0.1
bounty,Dry Season,CHUCK,14,1,3,33.3,0.0
bounty,Dry Season,CHUCK,15,1,1,100.0,0.0
bounty,Dry Season,CHUCK,17,0,1,0.0,0.3
bounty,Dry Season,CLANCY,10,0,1,0.0,0.1
bounty,Dry Season,CLANCY,12,1,5,20.0,0.1
bounty,Dry Season,CLANCY,13,12,31,38.7,0.1
bounty,Dry Season,CLANCY,14,2,7,28.6,0.1
bounty,Dry Season,CLANCY,15,0,3,0.0,0.1
bounty,Dry Season,CLANCY,16,1,3,33.3,0.2
bounty,Dry Season,CLANCY,17,1,1,100.0,0.3
bounty,Dry Season,COLETTE,10,10,16,62.5,1.9
bounty,Dry Season,COLETTE,11,21,52,40.4,3.0
bounty,Dry Season,COLETTE,12,48,110,43.6,2.8
bounty,Dry Season,COLETTE,13,653,1311,49.8,3.5
bounty,Dry Season,COLETTE,14,316,627,50.4,5.2
bounty,Dry Season,COLETTE,15,92,187,49.2,5.0
bounty,Dry Season,COLETTE,16,32,68,47.1,4.2
bounty,Dry Season,COLETTE,17,5,11,45.5,3.5
bounty,Dry Season,COLETTE,18,3,8,37.5,3.5
bounty,Dry Season,COLETTE,19,2,10,20.0,6.3
bounty,Dry Season,COLETTE,20,0,1,0.0,5.3
bounty,Dry Season,COLT,10,12,20,60.0,2.4
bounty,Dry Season,COLT,11,19,36,52.8,2.1
bounty,Dry Season,COLT,12,33,75,44.0,1.9
bounty,Dry Season,COLT,13,415,796,52.1,2.2
bounty,Dry Season,COLT,14,94,171,55.0,1.4
bounty,Dry Season,COLT,15,23,40,57.5,1.1
bounty,Dry Season,COLT,16,7,13,53.8,0.8
bounty,Dry Season,COLT,17,3,4,75.0,1.3
bounty,Dry Season,COLT,18,2,3,66.7,1.3
bounty,Dry Season,CORDELIUS,10,1,1,100.0,0.1
bounty,Dry Season,CORDELIUS,11,2,4,50.0,0.2
bounty,Dry Season,CORDELIUS,12,5,12,41.7,0.3
bounty,Dry Season,CORDELIUS,13,53,115,46.1,0.3
bounty,Dry Season,CORDELIUS,14,24,42,57.1,0.4
bounty,Dry Season,CORDELIUS,15,7,11,63.6,0.3
bounty,Dry Season,CORDELIUS,16,3,7,42.9,0.4
bounty,Dry Season,CORDELIUS,17,1,1,100.0,0.3
bounty,Dry Season,CORDELIUS,19,1,1,100.0,0.6
bounty,Dry Season,CROW,10,12,30,40.0,3.5
bounty,Dry Season,CROW,11,31,63,49.2,3.6
bounty,Dry Season,CROW,12,63,115,54.8,2.9
bounty,Dry Season,CROW,13,564,1131,49.9,3.1
bounty,Dry Season,CROW,14,154,321,48.0,2.7
bounty,Dry Season,CROW,15,52,100,52.0,2.7
bounty,Dry Season,CROW,16,24,42,57.1,2.6
bounty,Dry Season,CROW,17,5,12,41.7,3.8
bounty,Dry Season,CROW,18,8,9,88.9,3.9
bounty,Dry Season,CROW,19,3,6,50.0,3.8
bounty,Dry Season,CROW,20,1,1,100.0,5.3
bounty,Dry Season,DAMIAN,10,1,3,33.3,0.4
bounty,Dry Season,DAMIAN,11,7,12,58.3,0.7
bounty,Dry Season,DAMIAN,12,8,19,42.1,0.5
bounty,Dry Season,DAMIAN,13,118,243,48.6,0.7
bounty,Dry Season,DAMIAN,14,45,98,45.9,0.8
bounty,Dry Season,DAMIAN,15,20,40,50.0,1.1
bounty,Dry Season,DAMIAN,16,12,29,41.4,1.8
bounty,Dry Season,DAMIAN,17,4,6,66.7,1.9
bounty,Dry Season,DAMIAN,18,3,4,75.0,1.7
bounty,Dry Season,DAMIAN,19,3,4,75.0,2.5
bounty,Dry Season,DARRYL,10,1,2,50.0,0.2
bounty,Dry Season,DARRYL,11,1,2,50.0,0.1
bounty,Dry Season,DARRYL,12,5,8,62.5,0.2
bounty,Dry Season,DARRYL,13,45,82,54.9,0.2
bounty,Dry Season,DARRYL,14,10,17,58.8,0.1
bounty,Dry Season,DARRYL,15,5,6,83.3,0.2
bounty,Dry Season,DARRYL,18,1,1,100.0,0.4
bounty,Dry Season,DARRYL,19,0,1,0.0,0.6
bounty,Dry Season,DOUG,10,0,1,0.0,0.1
bounty,Dry Season,DOUG,11,1,2,50.0,0.1
bounty,Dry Season,DOUG,12,2,5,40.0,0.1
bounty,Dry Season,DOUG,13,25,53,47.2,0.1
bounty,Dry Season,DOUG,14,11,26,42.3,0.2
bounty,Dry Season,DOUG,15,1,7,14.3,0.2
bounty,Dry Season,DOUG,16,2,4,50.0,0.2
bounty,Dry Season,DOUG,18,0,1,0.0,0.4
bounty,Dry Season,DRACO,11,0,2,0.0,0.1
bounty,Dry Season,DRACO,12,0,1,0.0,0.0
bounty,Dry Season,DRACO,13,4,6,66.7,0.0
bounty,Dry Season,DRACO,14,3,3,100.0,0.0
bounty,Dry Season,DRACO,16,1,1,100.0,0.1
bounty,Dry Season,DYNAMIKE,10,0,1,0.0,0.1
bounty,Dry Season,DYNAMIKE,11,2,5,40.0,0.3
bounty,Dry Season,DYNAMIKE,12,1,3,33.3,0.1
bounty,Dry Season,DYNAMIKE,13,26,48,54.2,0.1
bounty,Dry Season,DYNAMIKE,14,5,7,71.4,0.1
bounty,Dry Season,DYNAMIKE,19,0,1,0.0,0.6
bounty,Dry Season,DYNAMIKE,21,0,1,0.0,9.1
bounty,Dry Season,EDGAR,10,8,20,40.0,2.4
bounty,Dry Season,EDGAR,11,16,32,50.0,1.9
bounty,Dry Season,EDGAR,12,38,74,51.4,1.9
bounty,Dry Season,EDGAR,13,406,854,47.5,2.3
bounty,Dry Season,EDGAR,14,137,284,48.2,2.4
bounty,Dry Season,EDGAR,15,57,100,57.0,2.7
bounty,Dry Season,EDGAR,16,22,41,53.7,2.5
bounty,Dry Season,EDGAR,17,2,7,28.6,2.2
bounty,Dry Season,EDGAR,18,1,3,33.3,1.3
bounty,Dry Season,EDGAR,19,0,1,0.0,0.6
bounty,Dry Season,EL PRIMO,10,0,1,0.0,0.1
bounty,Dry Season,EL PRIMO,11,2,3,66.7,0.2
bounty,Dry Season,EL PRIMO,13,10,19,52.6,0.1
bounty,Dry Season,EL PRIMO,14,3,4,75.0,0.0
bounty,Dry Season,EL PRIMO,16,1,1,100.0,0.1
bounty,Dry Season,EL PRIMO,18,1,1,100.0,0.4
bounty,Dry Season,EMZ,10,2,2,100.0,0.2
bounty,Dry Season,EMZ,11,3,3,100.0,0.2
bounty,Dry Season,EMZ,12,2,6,33.3,0.2
bounty,Dry Season,EMZ,13,32,65,49.2,0.2
bounty,Dry Season,EMZ,14,6,9,66.7,0.1
bounty,Dry Season,EMZ,15,1,2,50.0,0.1
bounty,Dry Season,EMZ,16,0,3,0.0,0.2
bounty,Dry Season,EMZ,17,1,1,100.0,0.3
bounty,Dry Season,EVE,10,1,1,100.0,0.1
bounty,Dry Season,EVE,11,2,2,100.0,0.1
bounty,Dry Season,EVE,12,1,5,20.0,0.1
bounty,Dry Season,EVE,13,23,43,53.5,0.1
bounty,Dry Season,EVE,14,7,10,70.0,0.1
bounty,Dry Season,EVE,15,1,3,33.3,0.1
bounty,Dry Season,EVE,16,1,1,100.0,0.1
bounty,Dry Season,FANG,10,4,9,44.4,1.1
bounty,Dry Season,FANG,11,9,17,52.9,1.0
bounty,Dry Season,FANG,12,26,45,57.8,1.1
bounty,Dry Season,FANG,13,207,426,48.6,1.2
bounty,Dry Season,FANG,14,53,101,52.5,0.8
bounty,Dry Season,FANG,15,24,43,55.8,1.1
bounty,Dry Season,FANG,16,17,29,58.6,1.8
bounty,Dry Season,FANG,17,4,7,57.1,2.2
bounty,Dry Season,FANG,18,0,1,0.0,0.4
bounty,Dry Season,FANG,19,2,2,100.0,1.3
bounty,Dry Season,FINX,10,7,15,46.7,1.8
bounty,Dry Season,FINX,11,7,19,36.8,1.1
bounty,Dry Season,FINX,12,7,29,24.1,0.7
bounty,Dry Season,FINX,13,161,312,51.6,0.8
bounty,Dry Season,FINX,14,30,59,50.8,0.5
bounty,Dry Season,FINX,15,4,12,33.3,0.3
bounty,Dry Season,FINX,16,1,4,25.0,0.2
bounty,Dry Season,FINX,17,2,2,100.0,0.6
bounty,Dry Season,FRANK,10,1,2,50.0,0.2
bounty,Dry Season,FRANK,11,0,1,0.0,0.1
bounty,Dry Season,FRANK,12,0,1,0.0,0.0
bounty,Dry Season,FRANK,13,13,24,54.2,0.1
bounty,Dry Season,FRANK,14,3,6,50.0,0.1
bounty,Dry Season,FRANK,15,1,2,50.0,0.1
bounty,Dry Season,FRANK,16,3,3,100.0,0.2
bounty,Dry Season,FRANK,18,0,1,0.0,0.4
bounty,Dry Season,GALE,10,0,1,0.0,0.1
bounty,Dry Season,GALE,11,2,2,100.0,0.1
bounty,Dry Season,GALE,12,4,6,66.7,0.2
bounty,Dry Season,GALE,13,15,25,60.0,0.1
bounty,Dry Season,GALE,14,2,3,66.7,0.0
bounty,Dry Season,GALE,16,1,1,100.0,0.1
bounty,Dry Season,GALE,19,0,1,0.0,0.6
bounty,Dry Season,GENE,10,8,13,61.5,1.5
bounty,Dry Season,GENE,11,21,47,44.7,2.7
bounty,Dry Season,GENE,12,50,101,49.5,2.6
bounty,Dry Season,GENE,13,467,908,51.4,2.5
bounty,Dry Season,GENE,14,204,410,49.8,3.4
bounty,Dry Season,GENE,15,70,150,46.7,4.0
bounty,Dry Season,GENE,16,24,55,43.6,3.4
bounty,Dry Season,GENE,17,10,13,76.9,4.1
bounty,Dry Season,GENE,18,6,8,75.0,3.5
bounty,Dry Season,GENE,19,5,10,50.0,6.3
bounty,Dry Season,GENE,20,1,1,100.0,5.3
bounty,Dry Season,GIGI,10,0,1,0.0,0.1
bounty,Dry Season,GIGI,11,2,4,50.0,0.2
bounty,Dry Season,GIGI,12,4,7,57.1,0.2
bounty,Dry Season,GIGI,13,47,83,56.6,0.2
bounty,Dry Season,GIGI,14,17,38,44.7,0.3
bounty,Dry Season,GIGI,15,1,5,20.0,0.1
bounty,Dry Season,GIGI,16,2,3,66.7,0.2
bounty,Dry Season,GIGI,17,1,1,100.0,0.3
bounty,Dry Season,GIGI,19,0,1,0.0,0.6
bounty,Dry Season,GLOWY,10,2,2,100.0,0.2
bounty,Dry Season,GLOWY,11,2,4,50.0,0.2
bounty,Dry Season,GLOWY,12,4,6,66.7,0.2
bounty,Dry Season,GLOWY,13,21,39,53.8,0.1
bounty,Dry Season,GLOWY,14,6,15,40.0,0.1
bounty,Dry Season,GLOWY,15,1,3,33.3,0.1
bounty,Dry Season,GLOWY,16,1,1,100.0,0.1
bounty,Dry Season,GRAY,10,10,16,62.5,1.9
bounty,Dry Season,GRAY,11,10,25,40.0,1.4
bounty,Dry Season,GRAY,12,34,58,58.6,1.5
bounty,Dry Season,GRAY,13,231,453,51.0,1.2
bounty,Dry Season,GRAY,14,69,145,47.6,1.2
bounty,Dry Season,GRAY,15,15,34,44.1,0.9
bounty,Dry Season,GRAY,16,2,14,14.3,0.9
bounty,Dry Season,GRAY,17,0,1,0.0,0.3
bounty,Dry Season,GRAY,18,2,4,50.0,1.7
bounty,Dry Season,GRAY,19,0,1,0.0,0.6
bounty,Dry Season,GRAY,20,0,1,0.0,5.3
bounty,Dry Season,GRIFF,10,3,9,33.3,1.1
bounty,Dry Season,GRIFF,11,9,15,60.0,0.9
bounty,Dry Season,GRIFF,12,14,25,56.0,0.6
bounty,Dry Season,GRIFF,13,98,203,48.3,0.5
bounty,Dry Season,GRIFF,14,20,33,60.6,0.3
bounty,Dry Season,GRIFF,15,3,4,75.0,0.1
bounty,Dry Season,GRIFF,16,1,3,33.3,0.2
bounty,Dry Season,GROM,10,3,10,30.0,1.2
bounty,Dry Season,GROM,11,7,12,58.3,0.7
bounty,Dry Season,GROM,12,15,38,39.5,1.0
bounty,Dry Season,GROM,13,138,275,50.2,0.7
bounty,Dry Season,GROM,14,29,44,65.9,0.4
bounty,Dry Season,GROM,15,1,2,50.0,0.1
bounty,Dry Season,GROM,16,1,1,100.0,0.1
bounty,Dry Season,GROM,17,1,2,50.0,0.6
bounty,Dry Season,GROM,18,1,1,100.0,0.4
bounty,Dry Season,GROM,19,1,1,100.0,0.6
bounty,Dry Season,GROM,20,0,1,0.0,5.3
bounty,Dry Season,GUS,10,19,42,45.2,5.0
bounty,Dry Season,GUS,11,44,82,53.7,4.7
bounty,Dry Season,GUS,12,95,167,56.9,4.3
bounty,Dry Season,GUS,13,701,1406,49.9,3.8
bounty,Dry Season,GUS,14,206,403,51.1,3.4
bounty,Dry Season,GUS,15,69,129,53.5,3.4
bounty,Dry Season,GUS,16,18,40,45.0,2.5
bounty,Dry Season,GUS,17,2,7,28.6,2.2
bounty,Dry Season,GUS,18,6,11,54.5,4.8
bounty,Dry Season,GUS,19,3,7,42.9,4.4
bounty,Dry Season,HANK,11,1,1,100.0,0.1
